Year,Team,off_G,off_PA,off_HR,off_R,off_RBI,off_SB,off_BB%,off_K%,off_ISO,off_BABIP,off_AVG,off_OBP,off_SLG,off_wOBA,off_wRC+,off_BsR,off_Off,off_Def,off_WAR,pit_W,pit_L,pit_SV,pit_G,pit_GS,pit_IP,pit_R,pit_K/9,pit_BB/9,pit_HR/9,pit_BABIP,pit_LOB%,pit_GB%,pit_HR/FB,pit_ERA,pit_FIP,pit_xFIP,pit_WAR,def_Inn,def_rSB,def_rGDP,def_rARM,def_rGFP,def_rPM,def_DRS,def_BIZ,def_Plays,def_RZR,def_OOZ,def_CPP,def_RPP,def_TZL,def_FSR,def_ARM,def_DPR,def_RngR,def_ErrR,def_UZR,def_UZR/150,def_Def,lgID,teamID,G,W,L,DivWin,WCWin,LgWin,WSWin,playoffs
1938,Giants,1680,5838,125,705,672,31,0.08,0.09,0.125,0.282,0.271,0.334,0.396,0.338,100,4.1,4.0,67.2,23.9,83,67,18,294,152,1349.0,637,3.32,2.6,0.58,0.271,0.689,,,3.62,3.94,,13.3,,,,,,,,,,,,,,,,,,,,,,,NL,NY1,152,83,67,,,N,N,False
2008,Indians,2199,6299,171,805,772,77,0.089,0.193,0.162,0.305,0.262,0.339,0.424,0.334,103,0.7,24.6,-0.4,23.9,81,81,31,561,162,1437.0,761,6.18,2.78,1.06,0.301,0.707,0.447,10.5 %,4.46,4.33,4.28,13.0,12933.0,-1.0,12.0,9.0,3.0,2.0,24.0,2462.0,2036.0,0.827,427.0,42.0,-3.3,,,5.2,4.7,5.3,4.8,20.0,3.9,18.7,AL,Indians,162,81,81,N,N,N,N,False
2002,Phillies,2260,6323,165,710,676,104,0.101,0.173,0.163,0.294,0.259,0.339,0.422,0.331,101,1.1,5.4,27.8,23.9,80,81,47,611,161,1449.2,724,6.67,3.54,0.95,0.282,0.718,0.465,10.4 %,4.17,4.18,4.2,13.1,13047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-3.1,-6.6,-8.8,12.1,-6.3,-1.9,-6.3,NL,Phillies,161,80,81,N,N,N,N,False
1923,Cubs,1675,5893,90,756,675,181,0.077,0.082,0.117,0.304,0.288,0.348,0.406,0.353,98,-11.6,-30.5,68.2,23.9,83,71,11,261,154,1366.2,704,2.69,2.86,0.57,0.271,0.669,,,3.82,4.18,,11.1,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,154,83,71,,,N,N,False
1960,Orioles,2066,5911,123,681,640,37,0.101,0.135,0.124,0.276,0.253,0.332,0.377,0.32,97,0.0,-20.5,80.2,23.9,89,65,22,331,154,1375.2,606,5.14,3.61,0.77,0.258,0.731,,,3.52,3.77,,14.1,,,,,,,,,,,,,,,,,,,,,,,AL,Orioles,154,89,65,,,N,N,False
1992,Twins,1816,6267,104,747,701,123,0.084,0.133,0.115,0.306,0.277,0.341,0.391,0.331,103,-5.4,14.9,11.8,23.9,90,72,50,485,162,1453.0,653,5.72,2.97,0.75,0.281,0.722,,,3.72,3.66,,19.8,,,,,,,,,,,,,,,,,,,,,,,AL,Twins,162,90,72,N,,N,N,False
1955,Tigers,1848,6066,130,775,723,41,0.105,0.096,0.128,0.276,0.266,0.344,0.395,0.334,99,4.7,-6.1,27.5,23.9,79,75,12,339,154,1380.1,658,4.1,3.37,0.82,0.271,0.725,,,3.79,3.84,,15.1,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,154,79,75,,,N,N,False
1956,Reds,2027,5999,221,775,734,45,0.088,0.126,0.175,0.272,0.266,0.336,0.441,0.342,103,3.6,21.6,42.7,23.8,91,63,29,386,155,1389.0,658,4.23,2.97,0.91,0.273,0.728,,,3.85,3.8,,18.6,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,155,91,63,,,N,N,False
1982,Padres,2081,6160,81,675,611,165,0.07,0.142,0.101,0.29,0.257,0.311,0.359,0.298,90,2.7,-69.1,94.2,23.8,81,81,41,439,162,1476.0,658,4.66,3.06,0.85,0.254,0.725,,,3.52,3.98,,6.2,,,,,,,,,,,,,,,,,,,,,,,NL,SDN,162,81,81,N,,N,N,False
1917,Red Sox,1640,5843,14,555,475,105,0.079,0.08,0.073,0.27,0.247,0.314,0.32,0.311,98,-9.0,-22.8,56.7,23.8,90,62,7,208,157,1421.1,453,3.22,2.62,0.08,0.252,0.735,,,2.2,2.63,,13.8,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,157,90,62,,,N,N,False
1971,Reds,2121,5968,138,586,542,59,0.073,0.152,0.124,0.266,0.241,0.3,0.366,0.302,91,0.7,-57.7,87.0,23.8,79,83,38,417,162,1444.0,581,4.67,3.12,0.7,0.258,0.746,,,3.35,3.52,,8.7,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,162,79,83,N,,N,N,False
2013,Pirates,2369,6135,161,634,603,94,0.076,0.217,0.151,0.294,0.245,0.313,0.396,0.312,99,1.1,-4.1,42.9,23.8,94,68,55,627,162,1470.2,577,7.72,3.15,0.62,0.285,0.75,0.525,8.9 %,3.27,3.42,3.58,17.9,13236.0,3.0,-4.0,1.0,4.0,55.0,60.0,2205.0,1816.0,0.824,559.0,89.0,2.5,,24.0,-1.4,-5.8,21.0,-9.5,4.4,0.0,10.9,NL,Pirates,162,94,68,N,Y,N,N,True
1974,Cardinals,2220,6314,83,677,610,172,0.084,0.119,0.099,0.291,0.265,0.331,0.365,0.318,94,12.1,-33.2,58.3,23.8,86,75,20,454,161,1473.1,643,4.85,3.76,0.59,0.274,0.734,,,3.49,3.66,,14.0,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,161,86,75,N,,N,N,False
1940,Indians,1696,5957,101,710,661,53,0.087,0.1,0.133,0.283,0.265,0.332,0.398,0.335,96,-7.7,-44.3,70.5,23.8,89,65,22,306,155,1375.0,637,4.49,3.35,0.56,0.275,0.704,,,3.63,3.82,,15.1,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,155,89,65,,,N,N,False
1968,Athletics,2075,6023,94,569,522,147,0.078,0.17,0.103,0.279,0.24,0.304,0.343,0.296,99,9.5,3.8,43.3,23.8,82,80,29,415,163,1455.2,544,6.16,3.12,0.77,0.252,0.766,,,2.94,3.23,,9.8,,,,,,,,,,,,,,,,,,,,,,,AL,Athletics,163,82,80,,,N,N,False
1917,Tigers,1680,5812,25,639,535,163,0.083,0.082,0.085,0.281,0.259,0.328,0.344,0.329,104,1.0,22.1,5.1,23.8,78,75,15,266,154,1396.1,577,3.33,3.25,0.08,0.264,0.68,,,2.56,2.84,,12.7,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,154,78,75,,,N,N,False
1963,Tigers,1943,6229,148,699,649,73,0.095,0.145,0.13,0.276,0.253,0.327,0.382,0.317,98,4.7,-13.3,67.3,23.8,79,83,28,402,162,1456.1,703,5.75,2.95,1.21,0.266,0.741,,,3.9,4.02,,8.9,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,162,79,83,,,N,N,False
1999,Braves,2204,6351,197,840,791,148,0.096,0.151,0.17,0.288,0.266,0.341,0.436,0.338,95,-0.2,-44.1,85.4,23.8,103,59,45,556,162,1471.0,661,7.32,3.1,0.87,0.289,0.733,,,3.65,3.85,,27.8,,,,,,,,,,,,,,,,,,,,,,,NL,Braves,162,103,59,Y,N,Y,N,True
1959,Reds,1941,5918,161,762,719,65,0.084,0.129,0.153,0.292,0.274,0.337,0.427,0.338,99,3.8,-1.8,26.8,23.8,74,80,26,386,154,1357.1,738,4.58,3.02,1.07,0.286,0.703,,,4.31,4.16,,11.2,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,154,74,80,,,N,N,False
1940,Red Sox,1751,6166,145,872,807,55,0.096,0.096,0.164,0.3,0.286,0.357,0.45,0.367,104,-13.0,17.6,0.9,23.7,82,72,16,332,154,1379.2,825,4.0,4.08,0.81,0.297,0.681,,,4.89,4.52,,12.1,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,154,82,72,,,N,N,False
2001,Indians,1901,6357,212,897,868,79,0.091,0.169,0.179,0.308,0.278,0.35,0.458,0.347,112,-2.4,90.7,-67.4,23.7,91,71,42,645,162,1446.2,821,7.58,3.56,0.92,0.315,0.681,,,4.65,3.99,,21.1,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,162,91,71,Y,N,N,N,True
1999,Blue Jays,1862,6370,212,883,856,119,0.091,0.169,0.177,0.311,0.28,0.352,0.457,0.353,104,2.2,37.0,-10.1,23.7,84,78,39,539,162,1439.0,862,6.31,3.6,1.19,0.306,0.694,,,4.93,4.77,,13.9,,,,,,,,,,,,,,,,,,,,,,,AL,Blue Jays,162,84,78,N,N,N,N,False
2015,Mets,2325,6145,177,683,654,51,0.079,0.21,0.156,0.287,0.244,0.312,0.4,0.309,98,6.4,-7.9,39.7,23.7,90,72,50,647,162,1462.2,613,8.23,2.36,0.94,0.288,0.743,0.463,10.8 %,3.45,3.53,3.6,21.2,13164.0,-2.0,-2.0,1.0,4.0,-4.0,-5.0,2172.0,1774.0,0.817,513.0,,,,-42.0,3.6,-4.9,8.1,-0.6,6.3,1.0,2.3,NL,NYN,162,90,72,Y,N,Y,N,True
2002,Dodgers,2302,6147,155,713,693,96,0.07,0.153,0.146,0.291,0.264,0.32,0.409,0.317,96,-3.5,-36.3,73.4,23.7,92,70,56,585,162,1457.2,643,6.99,3.43,1.02,0.27,0.755,0.425,10.7 %,3.69,4.12,4.11,16.4,13119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-4.8,7.1,27.6,8.3,38.2,5.6,38.2,NL,LAN,162,92,70,N,N,N,N,False
1977,Twins,1828,6382,123,867,804,105,0.088,0.118,0.135,0.304,0.282,0.348,0.417,0.339,106,-0.4,48.6,-32.0,23.7,84,77,25,403,161,1442.0,776,4.6,3.16,0.94,0.291,0.7,,,4.38,4.21,,11.0,,,,,,,,,,,,,,,,,,,,,,,AL,Twins,161,84,77,N,,N,N,False
2000,Dodgers,2056,6311,211,798,756,95,0.106,0.171,0.174,0.283,0.257,0.341,0.431,0.337,99,0.5,-4.2,46.3,23.7,86,76,36,533,162,1445.0,729,7.19,3.74,1.1,0.283,0.733,,,4.1,4.52,,16.5,,,,,,,,,,,,,,,,,,,,,,,NL,LAN,162,86,76,N,N,N,N,False
1959,Giants,1877,5823,167,704,652,81,0.08,0.148,0.155,0.284,0.262,0.323,0.417,0.326,97,4.5,-18.0,46.5,23.7,83,71,23,359,154,1376.1,613,5.71,3.27,0.91,0.264,0.741,,,3.47,3.75,,14.3,,,,,,,,,,,,,,,,,,,,,,,NL,SFN,154,83,71,,,N,N,False
2015,Royals,2263,6116,139,724,689,104,0.063,0.159,0.144,0.301,0.269,0.322,0.412,0.318,98,-0.4,-15.8,38.7,23.7,95,67,56,655,162,1452.0,641,7.19,3.03,0.96,0.286,0.75,0.428,9.9 %,3.74,4.04,4.25,13.3,13068.0,3.0,-7.0,3.0,7.0,47.0,56.0,2209.0,1869.0,0.846,503.0,,,,39.0,4.3,-7.8,46.0,8.5,50.9,6.1,56.9,AL,KCA,162,95,67,Y,N,Y,Y,True
1974,Astros,2152,6105,110,653,603,108,0.077,0.141,0.116,0.292,0.263,0.322,0.379,0.32,100,-2.0,-5.0,33.6,23.7,81,81,18,434,162,1450.2,632,4.58,3.73,0.52,0.275,0.732,,,3.48,3.63,,12.5,,,,,,,,,,,,,,,,,,,,,,,NL,Astros,162,81,81,N,,N,N,False
2006,Braves,2435,6284,222,849,818,52,0.084,0.186,0.184,0.304,0.27,0.337,0.455,0.339,100,-13.4,-13.1,48.1,23.7,79,83,38,684,162,1441.1,805,6.55,3.57,1.14,0.3,0.711,0.45,11.6 %,4.6,4.65,4.53,11.0,12972.0,-3.0,-1.0,-1.0,5.0,-8.0,-13.0,2398.0,1980.0,0.826,419.0,,,,,-1.3,-2.8,14.0,0.1,10.0,0.9,3.0,NL,Braves,162,79,83,N,N,N,N,False
1964,Tigers,1964,6183,157,699,658,60,0.084,0.148,0.142,0.276,0.253,0.319,0.395,0.317,95,3.6,-35.4,91.3,23.7,85,77,35,411,163,1453.0,678,6.15,3.32,1.02,0.265,0.737,,,3.84,3.92,,13.8,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,163,85,77,,,N,N,False
2008,Astros,2312,6051,167,712,684,114,0.074,0.174,0.152,0.296,0.263,0.323,0.415,0.322,94,0.4,-49.2,90.4,23.7,86,75,48,649,161,1425.1,743,6.91,3.11,1.24,0.293,0.728,0.433,12.1 %,4.39,4.53,4.24,11.3,12828.0,-2.0,4.0,2.0,4.0,4.0,17.0,2286.0,1938.0,0.848,441.0,47.0,5.8,,,4.3,2.2,29.2,16.3,52.0,7.9,59.8,NL,Astros,161,86,75,N,N,N,N,False
1969,Red Sox,2053,6294,197,743,701,41,0.105,0.147,0.164,0.268,0.251,0.333,0.415,0.337,101,-7.4,1.0,36.5,23.6,87,75,41,460,162,1466.2,736,5.74,4.2,0.95,0.278,0.732,,,3.93,4.11,,13.4,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,162,87,75,N,,N,N,False
1984,Expos/Nationals,2183,6042,96,593,553,131,0.078,0.129,0.111,0.277,0.251,0.312,0.362,0.303,91,10.8,-49.5,78.0,23.6,78,83,48,433,161,1431.0,585,5.42,2.98,0.72,0.272,0.745,,,3.31,3.64,,13.2,,,,,,,,,,,,,,,,,,,,,,,NL,MON,161,78,83,N,,N,N,False
1945,Cardinals,1776,6166,64,756,698,55,0.084,0.079,0.098,0.291,0.273,0.338,0.371,0.34,96,7.6,-21.4,48.8,23.6,95,59,9,311,155,1408.2,582,3.26,3.18,0.45,0.264,0.728,,,3.24,3.58,,16.1,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,155,95,59,,,N,N,False
1949,Giants,1903,6009,147,736,690,43,0.102,0.087,0.141,0.266,0.261,0.34,0.401,0.348,98,7.4,-10.5,51.8,23.6,72,81,9,342,156,1374.1,691,3.38,3.56,0.86,0.255,0.704,,,3.82,4.24,,10.2,,,,,,,,,,,,,,,,,,,,,,,NL,NY1,156,73,81,,,N,N,False
1968,Giants,1983,6132,108,599,566,50,0.083,0.147,0.101,0.267,0.239,0.307,0.341,0.297,98,-2.0,-15.4,8.3,23.6,88,74,16,330,163,1469.0,529,5.77,2.11,0.53,0.265,0.736,,,2.71,2.62,,18.7,,,,,,,,,,,,,,,,,,,,,,,NL,SFN,163,88,74,,,N,N,False
2001,Astros,2116,6320,208,847,805,64,0.092,0.177,0.18,0.304,0.271,0.347,0.451,0.343,101,-8.8,-1.5,36.1,23.6,93,69,48,567,162,1454.2,769,7.6,3.01,1.37,0.291,0.73,,,4.39,4.48,,14.4,,,,,,,,,,,,,,,,,,,,,,,NL,Astros,162,93,69,Y,N,N,N,True
1964,Phillies,2151,6108,130,692,649,30,0.072,0.151,0.134,0.287,0.258,0.315,0.391,0.312,99,-5.5,-11.5,18.3,23.6,92,70,41,435,162,1461.0,632,6.22,2.71,0.79,0.281,0.736,,,3.36,3.38,,13.0,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,162,92,70,,,N,N,False
1964,Cardinals,2009,6181,109,715,654,73,0.069,0.149,0.12,0.308,0.272,0.324,0.392,0.317,93,-2.7,-49.3,56.5,23.6,93,69,38,394,162,1445.1,652,5.46,2.55,0.83,0.275,0.719,,,3.43,3.5,,18.1,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,162,93,69,,,Y,Y,False
1947,Red Sox,1800,6100,103,720,674,41,0.109,0.097,0.117,0.283,0.265,0.349,0.382,0.345,99,-7.1,-12.0,46.7,23.5,83,71,19,341,157,1391.1,669,3.79,3.72,0.54,0.276,0.703,,,3.81,3.71,,17.3,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,157,83,71,,,N,N,False
1968,Cardinals,1916,6076,73,581,539,110,0.062,0.148,0.098,0.283,0.249,0.298,0.346,0.292,93,7.4,-32.1,30.4,23.5,97,65,32,358,162,1479.1,472,5.91,2.28,0.5,0.264,0.773,,,2.49,2.61,,19.8,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,162,97,65,,,Y,N,False
1944,Red Sox,1744,6052,69,739,691,60,0.086,0.083,0.11,0.287,0.27,0.336,0.38,0.34,102,-6.8,3.2,20.0,23.5,77,77,17,306,156,1394.1,676,3.38,3.82,0.43,0.276,0.697,,,3.82,3.73,,10.0,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,156,77,77,,,N,N,False
2000,Mets,2345,6328,198,807,761,66,0.107,0.164,0.167,0.29,0.263,0.346,0.43,0.339,99,-7.2,-16.2,55.3,23.5,94,68,49,573,162,1450.0,738,7.22,3.56,1.02,0.286,0.718,,,4.16,4.31,,19.1,,,,,,,,,,,,,,,,,,,,,,,NL,NYN,162,94,68,N,Y,Y,N,True
1957,Reds,2094,6103,187,747,713,51,0.089,0.123,0.163,0.281,0.269,0.338,0.432,0.341,101,0.3,8.8,35.5,23.5,80,74,29,433,154,1395.2,781,4.56,2.77,1.15,0.281,0.691,,,4.62,4.14,,11.2,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,154,80,74,,,N,N,False
1988,Expos/Nationals,2224,6170,107,628,575,189,0.074,0.171,0.121,0.29,0.251,0.309,0.373,0.304,93,-0.5,-46.5,77.6,23.5,81,81,43,470,163,1482.2,592,5.6,2.89,0.74,0.26,0.745,,,3.1,3.63,,11.7,,,,,,,,,,,,,,,,,,,,,,,NL,MON,163,81,81,N,,N,N,False
1955,Reds,1992,5958,181,761,722,51,0.093,0.109,0.155,0.278,0.271,0.342,0.426,0.343,99,0.6,-4.4,68.4,23.5,75,79,22,399,154,1363.0,684,3.8,2.93,1.06,0.265,0.716,,,3.95,4.09,,16.3,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,154,75,79,,,N,N,False
1992,Padres,2147,6070,135,616,576,69,0.075,0.142,0.132,0.279,0.255,0.313,0.386,0.314,95,-7.5,-42.3,75.2,23.5,82,80,46,525,162,1461.1,636,5.98,2.7,0.68,0.29,0.725,,,3.58,3.39,,18.1,,,,,,,,,,,,,,,,,,,,,,,NL,SDN,162,82,80,N,,N,N,False
1962,Reds,1986,6269,167,802,745,66,0.079,0.144,0.148,0.294,0.27,0.332,0.418,0.332,98,-1.9,-15.8,31.4,23.4,98,64,35,384,162,1460.2,685,5.94,3.49,0.92,0.277,0.736,,,3.75,3.89,,15.6,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,162,98,64,,,N,N,False
1994,Yankees,1192,4611,139,670,632,55,0.115,0.143,0.172,0.315,0.29,0.374,0.462,0.366,118,-6.5,101.5,-16.0,23.4,70,43,31,354,113,1019.2,534,5.79,3.51,1.06,0.288,0.718,,,4.34,4.61,,12.2,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,113,70,43,,,,,False
2014,Tigers,2330,6202,155,757,731,106,0.071,0.184,0.15,0.319,0.277,0.331,0.426,0.331,112,-8.6,71.7,-57.9,23.4,90,72,41,635,162,1454.0,705,7.7,2.86,0.79,0.312,0.707,0.442,8.3 %,4.01,3.6,3.76,17.9,13086.0,1.0,1.0,-10.0,2.0,-52.0,-61.0,2333.0,1882.0,0.807,440.0,76.0,4.0,,-17.0,-6.4,-1.1,-44.1,3.4,-48.1,-6.9,-42.2,AL,Tigers,162,90,72,Y,N,N,N,True
1955,Phillies,1811,5855,132,675,631,44,0.111,0.115,0.14,0.27,0.256,0.34,0.395,0.333,99,0.8,-8.9,75.0,23.4,77,77,21,347,154,1356.2,666,4.36,3.16,1.07,0.255,0.719,,,3.93,4.05,,13.0,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,154,77,77,,,N,N,False
1991,Reds,2195,6134,164,689,654,124,0.08,0.164,0.145,0.287,0.258,0.32,0.403,0.322,100,2.5,-0.8,26.2,23.4,74,88,43,516,162,1440.0,691,6.23,3.5,0.79,0.282,0.712,,,3.83,3.84,,16.5,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,162,74,88,N,,N,N,False
1917,White Sox,1668,5860,18,657,535,219,0.089,0.082,0.073,0.277,0.253,0.329,0.326,0.322,100,11.0,13.0,9.0,23.4,100,54,21,268,156,1424.1,462,3.27,2.61,0.06,0.259,0.732,,,2.16,2.57,,17.2,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,156,100,54,,,Y,Y,False
1917,Cardinals,1737,5626,26,531,436,159,0.064,0.116,0.083,0.283,0.25,0.303,0.333,0.31,95,3.5,-23.3,55.5,23.4,82,70,10,294,154,1392.2,568,3.24,2.72,0.19,0.262,0.685,,,3.03,2.8,,8.1,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,154,82,70,,,N,N,False
2004,Angels,2217,6296,162,836,783,143,0.071,0.15,0.147,0.312,0.282,0.341,0.429,0.334,103,2.2,23.8,1.4,23.4,92,70,50,505,162,1454.1,734,7.2,3.11,1.05,0.299,0.722,0.419,9.7 %,4.28,4.09,4.29,19.6,13089.0,5.0,-6.0,7.0,7.0,-35.0,-16.0,2568.0,1889.0,0.736,351.0,,,,,10.1,-4.7,5.7,0.8,11.9,2.9,19.9,AL,Angels,162,92,70,Y,N,N,N,True
1924,Reds,1708,5835,36,649,586,103,0.06,0.057,0.107,0.305,0.29,0.337,0.397,0.342,100,-7.7,-8.9,53.9,23.4,83,70,9,257,153,1378.0,579,2.95,1.91,0.2,0.279,0.682,,,3.12,3.37,,19.8,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,153,83,70,,,N,N,False
1990,Giants,2269,6216,152,719,681,109,0.079,0.157,0.134,0.291,0.262,0.323,0.396,0.321,100,-2.7,-3.3,8.8,23.4,85,77,45,497,162,1446.1,710,4.9,3.44,0.82,0.284,0.718,,,4.08,4.09,,7.8,,,,,,,,,,,,,,,,,,,,,,,NL,SFN,162,85,77,N,,N,N,False
2003,Marlins,2190,6186,157,751,709,150,0.083,0.158,0.155,0.296,0.266,0.333,0.421,0.327,99,2.8,-7.6,41.8,23.4,91,71,36,557,162,1445.1,692,7.05,3.3,0.8,0.297,0.716,0.421,8.3 %,4.04,3.8,4.21,21.3,13008.0,-2.0,5.0,1.0,0.0,-31.0,-21.0,2582.0,1899.0,0.736,329.0,,,,,-5.9,6.7,-7.4,11.3,4.8,0.2,2.8,NL,FLO,162,91,71,N,Y,Y,Y,True
1925,Athletics,1816,6059,76,831,767,67,0.074,0.071,0.127,0.324,0.308,0.364,0.434,0.367,99,0.4,-8.4,43.2,23.3,88,64,18,314,153,1381.2,713,3.22,3.54,0.39,0.286,0.68,,,3.87,4.21,,16.7,,,,,,,,,,,,,,,,,,,,,,,AL,PHA,153,88,64,,,N,N,False
1946,Tigers,1720,6058,108,704,644,65,0.103,0.102,0.116,0.275,0.258,0.338,0.374,0.339,97,-5.6,-29.8,42.8,23.3,92,62,15,256,155,1402.0,567,5.75,3.19,0.62,0.27,0.739,,,3.22,3.09,,23.0,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,155,92,62,,,N,N,False
1975,Yankees,1798,6039,110,681,642,103,0.08,0.118,0.118,0.284,0.264,0.325,0.382,0.323,101,-1.6,7.3,20.8,23.3,83,77,20,307,160,1424.0,588,5.11,3.17,0.66,0.271,0.74,,,3.29,3.5,,19.5,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,160,83,77,N,,N,N,False
1934,Dodgers,1839,6074,79,748,699,55,0.09,0.091,0.115,0.302,0.281,0.35,0.396,0.346,102,8.2,22.9,18.7,23.3,71,81,12,319,153,1354.1,791,3.46,3.16,0.54,0.299,0.649,,,4.48,4.24,,9.9,,,,,,,,,,,,,,,,,,,,,,,NL,BRO,153,71,81,,,N,N,False
2006,Cardinals,2359,6225,184,781,745,59,0.085,0.148,0.163,0.292,0.269,0.337,0.431,0.331,98,5.9,-13.3,46.0,23.3,83,78,38,630,161,1429.2,762,6.11,3.17,1.21,0.288,0.725,0.462,12.5 %,4.54,4.77,4.54,7.8,12867.0,3.0,3.0,-13.0,12.0,46.0,55.0,2373.0,1975.0,0.832,439.0,,,,,-6.5,5.4,0.1,-0.1,-1.0,-0.9,6.0,NL,SLN,161,83,78,Y,N,Y,Y,True
2012,Reds,2211,6115,172,669,636,87,0.079,0.207,0.159,0.296,0.251,0.315,0.411,0.314,93,15.4,-34.1,65.9,23.2,97,65,56,587,162,1453.0,588,7.73,2.64,0.94,0.288,0.769,0.459,10.7 %,3.34,3.72,3.8,20.9,13077.0,3.0,-3.0,4.0,8.0,22.0,41.0,2171.0,1819.0,0.838,439.0,67.0,5.9,,34.0,2.6,-3.3,11.9,5.6,16.8,2.4,34.7,NL,Reds,162,97,65,Y,N,N,N,True
2011,Tigers,2309,6231,169,787,750,49,0.084,0.183,0.157,0.318,0.277,0.34,0.434,0.337,109,-15.2,48.5,-30.2,23.2,95,67,52,583,162,1440.0,711,6.97,3.08,0.93,0.292,0.712,0.445,9.3 %,4.04,3.96,4.0,16.0,12960.0,-3.0,5.0,3.0,2.0,3.0,10.0,2283.0,1904.0,0.834,488.0,57.0,-6.2,,-6.0,3.3,3.6,-15.1,3.4,-4.8,0.2,-13.0,AL,Tigers,162,95,67,Y,N,N,N,True
1998,White Sox,1891,6281,198,861,806,127,0.088,0.146,0.172,0.291,0.271,0.339,0.444,0.341,103,5.3,30.6,-10.6,23.2,80,82,42,568,163,1438.2,931,5.7,3.63,1.32,0.294,0.667,,,5.24,5.1,,5.5,,,,,,,,,,,,,,,,,,,,,,,AL,CHA,163,80,82,N,N,N,N,False
2004,White Sox,2245,6197,242,865,823,78,0.081,0.166,0.189,0.288,0.268,0.333,0.457,0.34,101,-1.6,7.3,19.4,23.2,83,79,34,561,162,1432.1,831,6.37,3.31,1.41,0.293,0.707,0.435,13.8 %,4.91,4.87,4.45,13.0,12891.0,1.0,2.0,7.0,2.0,16.0,32.0,2668.0,1966.0,0.737,318.0,,,,,4.8,-0.4,23.0,7.0,34.4,5.7,39.4,AL,CHA,162,83,79,N,N,N,N,False
1958,Giants,2122,5996,170,727,682,64,0.089,0.136,0.159,0.281,0.263,0.331,0.422,0.332,100,4.8,2.6,29.7,23.2,80,74,25,409,154,1389.1,698,5.02,3.32,1.08,0.274,0.729,,,3.98,4.1,,9.0,,,,,,,,,,,,,,,,,,,,,,,NL,SFN,154,80,74,,,N,N,False
2005,Reds,2309,6321,222,820,784,72,0.097,0.206,0.185,0.302,0.261,0.339,0.446,0.34,103,12.9,35.5,-10.3,23.2,73,89,31,654,163,1433.0,889,6.0,3.09,1.38,0.309,0.697,0.413,12.3 %,5.18,4.87,4.6,7.0,12897.0,1.0,-5.0,14.0,0.0,-56.0,-44.0,2840.0,2051.0,0.722,341.0,,,,,1.0,-3.9,-47.0,3.3,-46.6,-6.1,-43.6,NL,Reds,163,73,89,N,N,N,N,False
1997,Orioles,2003,6340,196,812,780,63,0.092,0.15,0.16,0.29,0.268,0.341,0.429,0.338,102,1.9,17.8,-4.3,23.2,98,64,59,562,162,1461.0,681,7.02,3.47,1.01,0.287,0.745,,,3.91,4.23,,20.2,,,,,,,,,,,,,,,,,,,,,,,AL,Orioles,162,98,64,Y,N,N,N,True
1996,Orioles,1702,6494,257,949,914,77,0.099,0.141,0.198,0.284,0.274,0.35,0.472,0.355,106,-4.2,52.2,-51.1,23.1,88,74,44,541,163,1468.2,903,6.42,3.66,1.28,0.305,0.686,,,5.15,4.89,,15.3,,,,,,,,,,,,,,,,,,,,,,,AL,Orioles,163,88,74,N,Y,N,N,True
